"","Date","Start_Time","Home","Away","BoxID","GameID","Home_Score","Away_Score","Attendance","Neutral_Site","Home_Wins","Home_Losses","Away_Wins","Away_Losses"
"1488","11/30/2022","09:00 PM","Southern Utah","Montana St.","2338975","5371732","83","86","2,116",FALSE,4,4,4,5
"1489","11/30/2022","09:15 PM","Nebraska","Boston College","2339171","5371733","88","67","13,080",FALSE,5,3,5,3
"1490","11/30/2022","09:15 PM","Indiana","North Carolina","2339177","5371737","77","65","17,222",FALSE,7,0,5,3
"1491","11/30/2022","09:15 PM","Notre Dame","Michigan St.","2339176","5371734","70","52","7,854",FALSE,6,1,5,3
"1492","11/30/2022","10:00 PM","San Francisco","Little Rock","2338986","5371756","90","68","0",FALSE,7,1,2,6
"1493","11/30/2022","10:00 PM","Portland St.","Portland Bible","2339014","5371738","114","31","651",FALSE,4,4,NA,NA
"1494","11/30/2022","10:00 PM","Saint Mary's","New Mexico","2339026","5371751","65","69","3,088",FALSE,6,2,7,0
"1495","11/30/2022","10:00 PM","Portland","Multnomah","2339028","5371745","100","79","936",FALSE,6,4,NA,NA
"1496","11/30/2022","10:00 PM","California","Southern California","2339032","5371754","51","66","3,648",FALSE,0,8,5,3
"1497","11/30/2022","10:00 PM","Seattle U","Cal St. Fullerton","2339042","5371755","69","62","1,277",FALSE,6,1,4,4
"1498","11/30/2022","10:00 PM","California Baptist","UC Riverside","2339103","5371753","65","60","4,038",FALSE,5,3,5,3
"1499","12/01/2022","12:00 AM","Hawaii","Tex. A&M-Commerce","2351042","5371759","51","53","3,948",FALSE,5,2,4,4
